investor_id,name,age,city,occupation,risk_appetite,sip_capacity,preferred_language,created_at,gender,tier,monthly_income_est,last_activity_date
inv_e10c883a,Vijay Joshi,48,Pune,Business,High,30000,Marathi,2024-01-01,Male,Tier 2,122541,2025-10-01
inv_7d1d6795,Vikram Kale,35,Bangalore,Business,High,30000,English,2024-01-01,Male,Tier 1,238489,2025-10-01
inv_74a04a5b,Anita Kulkarni,76,Nagpur,Retired,Conservative,10000,English,2024-01-01,Female,Tier 2,64331,2025-10-01
inv_3523ef96,Neha Mehta,39,Nashik,Business,High,30000,English,2024-01-01,Female,Tier 2,466439,2025-10-01
inv_b007e115,Meena Deshmukh,31,Chennai,Salaried,Moderate,5000,Tamil,2024-01-01,Female,Tier 2,125024,2025-10-01
inv_98dd5af8,Deepak Mehta,20,Pune,Student,High,500,Hindi,2024-01-01,Male,Tier 2,10109,2025-10-01
inv_287c2b11,Karan Gupta,36,Delhi,Salaried,Moderate,10000,Hindi,2024-01-01,Male,Tier 1,128823,2025-10-01
inv_b24b6788,Nisha Sharma,45,Bangalore,Gig Worker,Moderate,2000,English,2024-01-01,Female,Tier 1,28418,2025-10-01
inv_1a8c1532,Kavita Pawar,28,Thane,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 2,79652,2025-10-01
inv_bb2e65a2,Pooja Reddy,35,Nashik,Salaried,Moderate,10000,Marathi,2024-01-01,Female,Tier 2,120607,2025-10-01
inv_63f9ad25,Ganesh Nair,19,Pune,Student,High,500,Marathi,2024-01-01,Male,Tier 2,9908,2025-10-01
inv_dcaaca1a,Anjali Reddy,32,Hyderabad,Salaried,Moderate,5000,English,2024-01-01,Female,Tier 2,92540,2025-10-01
inv_648a4bec,Suresh Gupta,57,Hyderabad,Gig Worker,Moderate,1000,English,2024-01-01,Male,Tier 2,36089,2025-10-01
inv_89f9b247,Arjun Reddy,40,Pune,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 2,91773,2025-10-01
inv_308eff10,Karan Patil,36,Hyderabad,Gig Worker,Moderate,1000,English,2024-01-01,Male,Tier 2,16604,2025-10-01
inv_17e608e0,Sunil Das,41,Hyderabad,Business,High,15000,English,2024-01-01,Male,Tier 2,161594,2025-10-01
inv_3084aec1,Sanjay Joshi,18,Chennai,Student,High,1000,Tamil,2024-01-01,Male,Tier 2,14059,2025-10-01
inv_20ba0ca9,Anita Reddy,52,Mumbai,Gig Worker,Moderate,2000,Hindi,2024-01-01,Female,Tier 1,15840,2025-10-01
inv_8dea92ce,Riya Singh,61,Thane,Retired,Conservative,10000,English,2024-01-01,Female,Tier 2,67800,2025-10-01
inv_05dab653,Ganesh Gupta,26,Pune,Salaried,Moderate,10000,Marathi,2024-01-01,Male,Tier 2,136617,2025-10-01
inv_f366960a,Meena Kulkarni,19,Chennai,Student,High,500,Tamil,2024-01-01,Female,Tier 2,13792,2025-10-01
inv_5f961d6d,Sneha Das,41,Nagpur,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 2,51924,2025-10-01
inv_6dd42d1d,Sunita Deshmukh,30,Pune,Gig Worker,Moderate,2000,Hindi,2024-01-01,Female,Tier 2,31364,2025-10-01
inv_4bbcee45,Ganesh Pawar,34,Nashik,Salaried,Moderate,5000,Marathi,2024-01-01,Male,Tier 2,143093,2025-10-01
inv_6ee614a0,Kavita Deshmukh,41,Nashik,Salaried,Moderate,10000,Marathi,2024-01-01,Female,Tier 2,83403,2025-10-01
inv_080409ea,Pooja Kulkarni,41,Pune,Salaried,Moderate,10000,Hindi,2024-01-01,Female,Tier 2,86854,2025-10-01
inv_e63517e4,Aditya Kulkarni,21,Thane,Student,High,500,English,2024-01-01,Male,Tier 2,12696,2025-10-01
inv_c9e45e3e,Deepak Verma,41,Bangalore,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 1,122761,2025-10-01
inv_d239369b,Arjun Mehta,49,Thane,Gig Worker,Moderate,1000,English,2024-01-01,Male,Tier 2,27334,2025-10-01
inv_e4ea8725,Kavita Mehta,65,Chennai,Retired,Conservative,5000,Tamil,2024-01-01,Female,Tier 2,33192,2025-10-01
inv_a5537fd0,Sunita Pawar,49,Hyderabad,Gig Worker,Moderate,2000,English,2024-01-01,Female,Tier 2,29857,2025-10-01
inv_8eadf5a5,Riya Pawar,38,Nagpur,Gig Worker,Moderate,2000,English,2024-01-01,Female,Tier 2,29186,2025-10-01
inv_1eeb288a,Anjali Sharma,48,Delhi,Gig Worker,Moderate,1000,Hindi,2024-01-01,Female,Tier 1,28743,2025-10-01
inv_e8d78dce,Neha Kulkarni,34,Nashik,Business,High,15000,Marathi,2024-01-01,Female,Tier 2,239601,2025-10-01
inv_4daba8cc,Riya Sharma,35,Hyderabad,Gig Worker,Moderate,2000,English,2024-01-01,Female,Tier 2,19809,2025-10-01
inv_0d41514e,Meena Kulkarni,18,Pune,Student,High,1000,Marathi,2024-01-01,Female,Tier 2,14603,2025-10-01
inv_59a6de1d,Ramesh Reddy,37,Thane,Gig Worker,Moderate,1000,English,2024-01-01,Male,Tier 2,36501,2025-10-01
inv_dc6746d4,Neha Das,40,Delhi,Business,High,30000,Hindi,2024-01-01,Female,Tier 1,486624,2025-10-01
inv_c5e0be2c,Sneha Singh,50,Pune,Gig Worker,Moderate,1000,Marathi,2024-01-01,Female,Tier 2,33267,2025-10-01
inv_8bc2e612,Raj Pawar,40,Nashik,Salaried,Moderate,5000,Hindi,2024-01-01,Male,Tier 2,112827,2025-10-01
inv_386d1161,Manoj Patil,19,Pune,Student,High,500,English,2024-01-01,Male,Tier 2,9686,2025-10-01
inv_6fb640bd,Divya Joshi,49,Hyderabad,Gig Worker,Moderate,2000,English,2024-01-01,Female,Tier 2,32977,2025-10-01
inv_0a7810c3,Vikram Sharma,54,Bangalore,Business,High,30000,English,2024-01-01,Male,Tier 1,238561,2025-10-01
inv_646ea22d,Meena Sharma,50,Pune,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 2,59614,2025-10-01
inv_94bda29e,Neha Verma,26,Hyderabad,Gig Worker,Moderate,2000,English,2024-01-01,Female,Tier 2,25022,2025-10-01
inv_ddfb38d2,Pooja Das,42,Bangalore,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 1,74195,2025-10-01
inv_b7efeca2,Sunita Sharma,56,Nashik,Gig Worker,Moderate,2000,Hindi,2024-01-01,Female,Tier 2,30108,2025-10-01
inv_14ca8fe8,Kavita Joshi,24,Chennai,Salaried,Moderate,10000,Tamil,2024-01-01,Female,Tier 2,78910,2025-10-01
inv_8cc69d31,Anjali Kulkarni,45,Mumbai,Salaried,Moderate,5000,Marathi,2024-01-01,Female,Tier 1,52716,2025-10-01
inv_e134f595,Anil Patil,41,Nashik,Salaried,Moderate,10000,Hindi,2024-01-01,Male,Tier 2,121093,2025-10-01
inv_24c7ad21,Ramesh Reddy,46,Nagpur,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 2,40493,2025-10-01
inv_12c6c5dd,Divya Das,30,Thane,Business,High,30000,English,2024-01-01,Female,Tier 2,342265,2025-10-01
inv_7d562ca0,Anjali Reddy,44,Chennai,Business,High,15000,Tamil,2024-01-01,Female,Tier 2,430925,2025-10-01
inv_9dc10530,Varun Patil,52,Hyderabad,Gig Worker,Moderate,2000,English,2024-01-01,Male,Tier 2,21376,2025-10-01
inv_e9139336,Krutika Pawar,18,Hyderabad,Student,High,500,English,2024-01-01,Female,Tier 2,14767,2025-10-01
inv_dbdb628f,Manoj Nair,27,Nagpur,Business,High,15000,English,2024-01-01,Male,Tier 2,460829,2025-10-01
inv_f0dec927,Vijay Pawar,18,Delhi,Student,High,1000,Hindi,2024-01-01,Male,Tier 1,14303,2025-10-01
inv_1f929098,Amit Nair,31,Thane,Salaried,Moderate,10000,English,2024-01-01,Male,Tier 2,84062,2025-10-01
inv_2ba97d11,Anjali Kale,37,Nagpur,Salaried,Moderate,5000,English,2024-01-01,Female,Tier 2,102799,2025-10-01
inv_9f513af2,Vijay Gupta,27,Thane,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 2,65731,2025-10-01
inv_d98557d7,Anil Patil,42,Chennai,Salaried,Moderate,5000,Tamil,2024-01-01,Male,Tier 2,118855,2025-10-01
inv_6b161155,Amit Mehta,56,Pune,Gig Worker,Moderate,2000,English,2024-01-01,Male,Tier 2,17167,2025-10-01
inv_15187c0d,Krutika Nair,46,Chennai,Salaried,Moderate,10000,Tamil,2024-01-01,Female,Tier 2,100642,2025-10-01
inv_743265f2,Meena Joshi,41,Chennai,Gig Worker,Moderate,1000,Tamil,2024-01-01,Female,Tier 2,16403,2025-10-01
inv_f43fe4b3,Riya Sharma,34,Nashik,Salaried,Moderate,10000,Marathi,2024-01-01,Female,Tier 2,66362,2025-10-01
inv_ceffd082,Aditi Shinde,48,Hyderabad,Salaried,Moderate,5000,English,2024-01-01,Female,Tier 2,94862,2025-10-01
inv_8d1a465f,Deepak Deshmukh,28,Nagpur,Gig Worker,Moderate,2000,English,2024-01-01,Male,Tier 2,37191,2025-10-01
inv_e461c69c,Divya Deshmukh,68,Nagpur,Retired,Conservative,5000,English,2024-01-01,Female,Tier 2,60762,2025-10-01
inv_17524613,Amit Nair,19,Chennai,Student,High,1000,Tamil,2024-01-01,Male,Tier 2,13969,2025-10-01
inv_4585c5d7,Sanjay Sharma,39,Nashik,Salaried,Moderate,10000,English,2024-01-01,Male,Tier 2,86243,2025-10-01
inv_68b96359,Arjun Pawar,22,Mumbai,Student,High,1000,English,2024-01-01,Male,Tier 1,13915,2025-10-01
inv_866202e2,Vikram Reddy,39,Delhi,Business,High,15000,Hindi,2024-01-01,Male,Tier 1,438396,2025-10-01
inv_3db333ca,Pooja Verma,57,Hyderabad,Salaried,Moderate,5000,English,2024-01-01,Female,Tier 2,120207,2025-10-01
inv_b2cf1a1d,Riya Kale,32,Mumbai,Gig Worker,Moderate,1000,Marathi,2024-01-01,Female,Tier 1,35277,2025-10-01
inv_5ac4acda,Pooja Kulkarni,46,Delhi,Salaried,Moderate,10000,Hindi,2024-01-01,Female,Tier 1,132259,2025-10-01
inv_ea8cce15,Anita Deshmukh,48,Mumbai,Business,High,30000,Hindi,2024-01-01,Female,Tier 1,229694,2025-10-01
inv_3642be43,Deepak Sharma,37,Delhi,Business,High,30000,Hindi,2024-01-01,Male,Tier 1,158484,2025-10-01
inv_13222074,Ganesh Das,38,Thane,Business,High,15000,English,2024-01-01,Male,Tier 2,422502,2025-10-01
inv_479af0c4,Aditi Joshi,36,Chennai,Salaried,Moderate,5000,Tamil,2024-01-01,Female,Tier 2,59719,2025-10-01
inv_f427409e,Krutika Pawar,43,Hyderabad,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 2,133268,2025-10-01
inv_83d82637,Raj Shinde,44,Hyderabad,Gig Worker,Moderate,2000,English,2024-01-01,Male,Tier 2,37343,2025-10-01
inv_e0217150,Karan Reddy,49,Pune,Salaried,Moderate,10000,English,2024-01-01,Male,Tier 2,51166,2025-10-01
inv_8ab74e25,Krutika Das,37,Bangalore,Business,High,15000,English,2024-01-01,Female,Tier 1,277536,2025-10-01
inv_361d4666,Aditi Deshmukh,45,Chennai,Salaried,Moderate,10000,Tamil,2024-01-01,Female,Tier 2,46142,2025-10-01
inv_046792c9,Priya Das,33,Pune,Salaried,Moderate,10000,Hindi,2024-01-01,Female,Tier 2,135710,2025-10-01
inv_4e9fdb42,Sunita Reddy,44,Nashik,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 2,116826,2025-10-01
inv_1706b7c8,Meena Deshmukh,46,Bangalore,Gig Worker,Moderate,1000,English,2024-01-01,Female,Tier 1,26356,2025-10-01
inv_dd86747f,Anita Shinde,25,Pune,Salaried,Moderate,5000,Marathi,2024-01-01,Female,Tier 2,81374,2025-10-01
inv_ea53aee8,Vikram Patil,55,Mumbai,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 1,90645,2025-10-01
inv_9d869e0c,Meena Shinde,35,Chennai,Salaried,Moderate,5000,Tamil,2024-01-01,Female,Tier 2,107594,2025-10-01
inv_04b60585,Raju Singh,27,Bangalore,Business,High,15000,English,2024-01-01,Male,Tier 1,241604,2025-10-01
inv_28380a88,Kavita Pawar,40,Hyderabad,Gig Worker,Moderate,2000,English,2024-01-01,Female,Tier 2,32235,2025-10-01
inv_cd84b161,Swati Reddy,53,Nagpur,Gig Worker,Moderate,2000,English,2024-01-01,Female,Tier 2,19791,2025-10-01
inv_51bbd5de,Arjun Pawar,52,Delhi,Salaried,Moderate,10000,Hindi,2024-01-01,Male,Tier 1,53760,2025-10-01
inv_fc1beb0c,Raj Joshi,55,Mumbai,Gig Worker,Moderate,2000,Hindi,2024-01-01,Male,Tier 1,26653,2025-10-01
inv_a2066e3b,Pooja Mehta,55,Mumbai,Salaried,Moderate,5000,Marathi,2024-01-01,Female,Tier 1,96498,2025-10-01
inv_2f528fb1,Arjun Singh,22,Thane,Student,High,1000,English,2024-01-01,Male,Tier 2,7233,2025-10-01
inv_454a801a,Amit Pawar,70,Chennai,Retired,Conservative,5000,Tamil,2024-01-01,Male,Tier 2,36518,2025-10-01
inv_c72c9d59,Kavita Pawar,51,Hyderabad,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 2,147251,2025-10-01
inv_3994e431,Raj Shinde,38,Thane,Gig Worker,Moderate,1000,English,2024-01-01,Male,Tier 2,37399,2025-10-01
inv_8dcece2c,Krutika Das,41,Nagpur,Salaried,Moderate,5000,English,2024-01-01,Female,Tier 2,66808,2025-10-01
inv_97ee9d41,Priya Pawar,31,Chennai,Business,High,15000,Tamil,2024-01-01,Female,Tier 2,280872,2025-10-01
inv_4fd8aa6b,Divya Pawar,31,Nashik,Gig Worker,Moderate,1000,Marathi,2024-01-01,Female,Tier 2,29340,2025-10-01
inv_e19bd0ee,Ramesh Das,47,Nagpur,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 2,141758,2025-10-01
inv_4a1b7802,Raju Deshmukh,44,Delhi,Salaried,Moderate,5000,Hindi,2024-01-01,Male,Tier 1,89237,2025-10-01
inv_35377d51,Anita Patil,40,Hyderabad,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 2,40856,2025-10-01
inv_d009340c,Karan Reddy,19,Delhi,Student,High,1000,Hindi,2024-01-01,Male,Tier 1,13786,2025-10-01
inv_34efebdf,Sunil Nair,71,Nagpur,Retired,Conservative,10000,English,2024-01-01,Male,Tier 2,53545,2025-10-01
inv_fe99d998,Raju Das,37,Mumbai,Business,High,15000,English,2024-01-01,Male,Tier 1,353098,2025-10-01
inv_adc10f77,Anita Singh,33,Nashik,Business,High,30000,Marathi,2024-01-01,Female,Tier 2,217885,2025-10-01
inv_a860fd3c,Krutika Singh,41,Nagpur,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 2,64105,2025-10-01
inv_fa1e6377,Arjun Deshmukh,26,Delhi,Business,High,15000,Hindi,2024-01-01,Male,Tier 1,323591,2025-10-01
inv_f1126dda,Aditi Singh,74,Hyderabad,Retired,Conservative,10000,English,2024-01-01,Female,Tier 2,53734,2025-10-01
inv_62d29912,Pooja Kale,47,Nagpur,Gig Worker,Moderate,1000,English,2024-01-01,Female,Tier 2,25474,2025-10-01
inv_22970b70,Priya Shinde,35,Nashik,Business,High,15000,English,2024-01-01,Female,Tier 2,434735,2025-10-01
inv_52148cf7,Anjali Patil,45,Hyderabad,Business,High,15000,English,2024-01-01,Female,Tier 2,486226,2025-10-01
inv_c5bea332,Sunil Gupta,28,Bangalore,Salaried,Moderate,10000,English,2024-01-01,Male,Tier 1,73013,2025-10-01
inv_3e57e648,Raj Nair,28,Chennai,Business,High,30000,Tamil,2024-01-01,Male,Tier 2,184943,2025-10-01
inv_1d1d8327,Priya Verma,27,Delhi,Salaried,Moderate,10000,Hindi,2024-01-01,Female,Tier 1,49340,2025-10-01
inv_dc438739,Ganesh Kulkarni,70,Bangalore,Retired,Conservative,10000,English,2024-01-01,Male,Tier 1,49956,2025-10-01
inv_258d4035,Raju Das,44,Thane,Gig Worker,Moderate,1000,English,2024-01-01,Male,Tier 2,32832,2025-10-01
inv_4b50b921,Karan Patil,39,Chennai,Salaried,Moderate,10000,Tamil,2024-01-01,Male,Tier 2,149727,2025-10-01
inv_b9be0926,Meena Das,25,Pune,Salaried,Moderate,5000,Marathi,2024-01-01,Female,Tier 2,97800,2025-10-01
inv_8338bf36,Raj Kale,55,Hyderabad,Salaried,Moderate,10000,English,2024-01-01,Male,Tier 2,63917,2025-10-01
inv_9cbfa551,Anil Joshi,28,Mumbai,Salaried,Moderate,10000,Marathi,2024-01-01,Male,Tier 1,122200,2025-10-01
inv_33b6ff0e,Vikram Joshi,21,Bangalore,Student,High,1000,English,2024-01-01,Male,Tier 1,14471,2025-10-01
inv_1d3c64a0,Priya Verma,48,Nashik,Gig Worker,Moderate,2000,Hindi,2024-01-01,Female,Tier 2,28967,2025-10-01
inv_3b093cdb,Manoj Das,52,Hyderabad,Gig Worker,Moderate,1000,English,2024-01-01,Male,Tier 2,16155,2025-10-01
inv_31f58060,Sunita Shinde,39,Pune,Salaried,Moderate,5000,Hindi,2024-01-01,Female,Tier 2,111530,2025-10-01
inv_9468f110,Aditya Joshi,32,Delhi,Gig Worker,Moderate,1000,Hindi,2024-01-01,Male,Tier 1,28630,2025-10-01
inv_8a760096,Sneha Patil,57,Nashik,Business,High,30000,Marathi,2024-01-01,Female,Tier 2,431382,2025-10-01
inv_f13e0fa7,Riya Verma,68,Thane,Retired,Conservative,10000,English,2024-01-01,Female,Tier 2,77933,2025-10-01
inv_f8949c55,Riya Kale,35,Mumbai,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 1,107412,2025-10-01
inv_fca0b74c,Raju Sharma,24,Pune,Business,High,30000,Marathi,2024-01-01,Male,Tier 2,336697,2025-10-01
inv_db707109,Varun Shinde,48,Pune,Gig Worker,Moderate,2000,Marathi,2024-01-01,Male,Tier 2,18348,2025-10-01
inv_9dffdffa,Anita Mehta,49,Bangalore,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 1,102255,2025-10-01
inv_44d4e172,Pooja Joshi,69,Delhi,Retired,Conservative,10000,Hindi,2024-01-01,Female,Tier 1,48312,2025-10-01
inv_fc3e3b6c,Suresh Sharma,24,Bangalore,Business,High,30000,English,2024-01-01,Male,Tier 1,443896,2025-10-01
inv_4dd9239f,Manoj Deshmukh,39,Nagpur,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 2,123253,2025-10-01
inv_45149aa9,Vijay Mehta,36,Bangalore,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 1,89310,2025-10-01
inv_d49d498e,Neha Shinde,39,Bangalore,Business,High,15000,English,2024-01-01,Female,Tier 1,109662,2025-10-01
inv_0a3fd3b6,Sunita Das,52,Nagpur,Gig Worker,Moderate,1000,English,2024-01-01,Female,Tier 2,17025,2025-10-01
inv_3bab777a,Rahul Das,46,Bangalore,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 1,48685,2025-10-01
inv_514c6c21,Anil Shinde,40,Bangalore,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 1,110676,2025-10-01
inv_e24ee125,Riya Nair,20,Thane,Student,High,1000,English,2024-01-01,Female,Tier 2,5998,2025-10-01
inv_ecb9aee4,Ganesh Shinde,52,Thane,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 2,49350,2025-10-01
inv_98a2d933,Manoj Reddy,57,Delhi,Salaried,Moderate,5000,Hindi,2024-01-01,Male,Tier 1,94317,2025-10-01
inv_9a89f021,Meena Verma,21,Mumbai,Student,High,500,Hindi,2024-01-01,Female,Tier 1,13524,2025-10-01
inv_26c5fd8b,Sunita Das,30,Nagpur,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 2,135031,2025-10-01
inv_9c32d63c,Divya Kulkarni,76,Delhi,Retired,Conservative,10000,Hindi,2024-01-01,Female,Tier 1,40246,2025-10-01
inv_db971387,Ramesh Reddy,53,Pune,Salaried,Moderate,10000,Marathi,2024-01-01,Male,Tier 2,138694,2025-10-01
inv_a8d452fa,Riya Verma,47,Pune,Business,High,15000,Hindi,2024-01-01,Female,Tier 2,467849,2025-10-01
inv_0c0d195f,Pooja Patil,52,Bangalore,Business,High,15000,English,2024-01-01,Female,Tier 1,316999,2025-10-01
inv_99f693c4,Riya Patil,48,Delhi,Salaried,Moderate,10000,Hindi,2024-01-01,Female,Tier 1,48726,2025-10-01
inv_8e9721aa,Divya Deshmukh,55,Nagpur,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 2,48109,2025-10-01
inv_cb364dba,Anjali Mehta,38,Thane,Salaried,Moderate,5000,English,2024-01-01,Female,Tier 2,106898,2025-10-01
inv_6ee68c2a,Sunil Nair,23,Thane,Student,High,500,English,2024-01-01,Male,Tier 2,7358,2025-10-01
inv_b38d64dd,Karan Joshi,69,Chennai,Retired,Conservative,10000,Tamil,2024-01-01,Male,Tier 2,73733,2025-10-01
inv_9ef2df92,Sneha Joshi,36,Delhi,Salaried,Moderate,10000,Hindi,2024-01-01,Female,Tier 1,42271,2025-10-01
inv_a64ad18c,Suresh Kulkarni,50,Chennai,Salaried,Moderate,10000,Tamil,2024-01-01,Male,Tier 2,90554,2025-10-01
inv_1ff9fad8,Nisha Singh,44,Nagpur,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 2,51385,2025-10-01
inv_51b45507,Suresh Nair,45,Bangalore,Salaried,Moderate,10000,English,2024-01-01,Male,Tier 1,100891,2025-10-01
inv_abe21373,Divya Verma,54,Bangalore,Salaried,Moderate,5000,English,2024-01-01,Female,Tier 1,63694,2025-10-01
inv_4223f3c6,Sneha Joshi,34,Chennai,Salaried,Moderate,5000,Tamil,2024-01-01,Female,Tier 2,50661,2025-10-01
inv_da12ecb1,Amit Gupta,66,Pune,Retired,Conservative,5000,Hindi,2024-01-01,Male,Tier 2,63563,2025-10-01
inv_08bbbb4a,Swati Verma,56,Thane,Salaried,Moderate,5000,English,2024-01-01,Female,Tier 2,88441,2025-10-01
inv_1a1fdf9a,Anita Verma,27,Hyderabad,Gig Worker,Moderate,2000,English,2024-01-01,Female,Tier 2,27115,2025-10-01
inv_a91ecc3e,Varun Pawar,39,Nashik,Gig Worker,Moderate,1000,English,2024-01-01,Male,Tier 2,16416,2025-10-01
inv_911e5b85,Vikram Kale,18,Nagpur,Student,High,1000,English,2024-01-01,Male,Tier 2,7401,2025-10-01
inv_ae52b4bc,Sunita Sharma,34,Chennai,Salaried,Moderate,10000,Tamil,2024-01-01,Female,Tier 2,40176,2025-10-01
inv_fbf05607,Divya Singh,40,Delhi,Gig Worker,Moderate,2000,Hindi,2024-01-01,Female,Tier 1,19811,2025-10-01
inv_12845bb5,Nisha Gupta,20,Hyderabad,Student,High,500,English,2024-01-01,Female,Tier 2,13079,2025-10-01
inv_80408f8d,Meena Patil,24,Chennai,Salaried,Moderate,5000,Tamil,2024-01-01,Female,Tier 2,125287,2025-10-01
inv_c4553f14,Sanjay Verma,37,Delhi,Salaried,Moderate,5000,Hindi,2024-01-01,Male,Tier 1,129892,2025-10-01
inv_a68a0a5a,Amit Gupta,28,Nashik,Business,High,15000,Marathi,2024-01-01,Male,Tier 2,289392,2025-10-01
inv_e189fbde,Sanjay Nair,55,Hyderabad,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 2,145625,2025-10-01
inv_0c725f6f,Varun Singh,49,Pune,Business,High,30000,English,2024-01-01,Male,Tier 2,293601,2025-10-01
inv_b4fffd88,Riya Verma,39,Hyderabad,Gig Worker,Moderate,1000,English,2024-01-01,Female,Tier 2,21580,2025-10-01
inv_6b3618b4,Arjun Reddy,48,Mumbai,Salaried,Moderate,5000,Marathi,2024-01-01,Male,Tier 1,149656,2025-10-01
inv_4d2f6af2,Divya Kulkarni,37,Delhi,Business,High,15000,Hindi,2024-01-01,Female,Tier 1,482796,2025-10-01
inv_b0f62923,Swati Deshmukh,57,Pune,Gig Worker,Moderate,1000,Marathi,2024-01-01,Female,Tier 2,20792,2025-10-01
inv_4440658e,Priya Mehta,42,Bangalore,Gig Worker,Moderate,1000,English,2024-01-01,Female,Tier 1,37938,2025-10-01
inv_83e3b53a,Deepak Kale,62,Nagpur,Retired,Conservative,10000,English,2024-01-01,Male,Tier 2,30581,2025-10-01
inv_95c31b1a,Karan Shinde,48,Nagpur,Salaried,Moderate,10000,English,2024-01-01,Male,Tier 2,85665,2025-10-01
inv_6843f0b8,Swati Deshmukh,47,Pune,Gig Worker,Moderate,1000,Hindi,2024-01-01,Female,Tier 2,37428,2025-10-01
inv_a21b12d7,Aditi Kulkarni,50,Hyderabad,Salaried,Moderate,5000,English,2024-01-01,Female,Tier 2,138047,2025-10-01
inv_49a81089,Divya Sharma,25,Pune,Salaried,Moderate,5000,English,2024-01-01,Female,Tier 2,134378,2025-10-01
inv_f1c59769,Swati Das,48,Delhi,Salaried,Moderate,10000,Hindi,2024-01-01,Female,Tier 1,123993,2025-10-01
inv_037e4622,Ganesh Singh,54,Nashik,Salaried,Moderate,10000,Hindi,2024-01-01,Male,Tier 2,133635,2025-10-01
inv_ecfb4c32,Vijay Das,47,Nagpur,Salaried,Moderate,10000,English,2024-01-01,Male,Tier 2,122932,2025-10-01
inv_d28a9719,Aditi Mehta,47,Delhi,Salaried,Moderate,10000,Hindi,2024-01-01,Female,Tier 1,47301,2025-10-01
inv_2c73d09a,Kavita Reddy,55,Mumbai,Gig Worker,Moderate,2000,Marathi,2024-01-01,Female,Tier 1,35408,2025-10-01
inv_aac449c3,Ganesh Verma,47,Nashik,Gig Worker,Moderate,1000,Marathi,2024-01-01,Male,Tier 2,26455,2025-10-01
inv_37672755,Raj Shinde,24,Chennai,Gig Worker,Moderate,1000,Tamil,2024-01-01,Male,Tier 2,34122,2025-10-01
inv_d1d66dd0,Kavita Singh,46,Bangalore,Business,High,15000,English,2024-01-01,Female,Tier 1,191134,2025-10-01
inv_7744e917,Swati Mehta,35,Nagpur,Business,High,30000,English,2024-01-01,Female,Tier 2,317456,2025-10-01
inv_c798dbdb,Krutika Mehta,48,Thane,Business,High,15000,English,2024-01-01,Female,Tier 2,428824,2025-10-01
inv_63f4f367,Raju Kulkarni,47,Mumbai,Salaried,Moderate,10000,Hindi,2024-01-01,Male,Tier 1,122324,2025-10-01
inv_7bdcf418,Karan Singh,26,Hyderabad,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 2,128805,2025-10-01
inv_4886b4c7,Ramesh Nair,42,Delhi,Salaried,Moderate,5000,Hindi,2024-01-01,Male,Tier 1,142446,2025-10-01
inv_174d3a61,Karan Singh,73,Hyderabad,Retired,Conservative,10000,English,2024-01-01,Male,Tier 2,57330,2025-10-01
inv_d04aec37,Sunita Nair,26,Pune,Salaried,Moderate,5000,Marathi,2024-01-01,Female,Tier 2,63912,2025-10-01
inv_1f8961da,Rahul Patil,63,Pune,Retired,Conservative,5000,Hindi,2024-01-01,Male,Tier 2,54689,2025-10-01
inv_8f8c6eb0,Raj Kulkarni,57,Nagpur,Salaried,Moderate,10000,English,2024-01-01,Male,Tier 2,136651,2025-10-01
inv_05d9f386,Aditi Sharma,72,Hyderabad,Retired,Conservative,5000,English,2024-01-01,Female,Tier 2,34493,2025-10-01
inv_a87e03dc,Neha Sharma,45,Chennai,Salaried,Moderate,10000,Tamil,2024-01-01,Female,Tier 2,140776,2025-10-01
inv_0960d368,Vijay Shinde,20,Chennai,Student,High,500,Tamil,2024-01-01,Male,Tier 2,13565,2025-10-01
inv_d8da3695,Deepak Gupta,19,Bangalore,Student,High,1000,English,2024-01-01,Male,Tier 1,10962,2025-10-01
inv_c5234369,Anjali Deshmukh,76,Bangalore,Retired,Conservative,10000,English,2024-01-01,Female,Tier 1,61101,2025-10-01
